owner,customer,ssi,method
NY USLE Rome Rome-Oriskany LLC,NY USLE Rome Rome-Oriskany LLC,False,unmatched - passthrough
1519 Crandall Road LLC,1519 Crandall Road LLC,False,unmatched - passthrough
"ELP Kipp Solar, LLC","ELP Kipp Solar, LLC",False,unmatched - passthrough
"Niagara Depot Solar, LLC","Niagara Depot Solar, LLC",False,unmatched - passthrough
Butte-Glenn Community College District,Institutional Self-Generation (various),False,rule
Valta Energy,Valta Energy,False,unmatched - passthrough
"Acton H Road Solar 1, LLC","Acton H Road Solar 1, LLC",False,unmatched - passthrough
Fostoria Ethanol,Fostoria Ethanol,False,unmatched - passthrough
"Catalyze Breesport Road Microgrid, LLC","Catalyze Breesport Road Microgrid, LLC",False,unmatched - passthrough
"SR Warren, LLC","SR Warren, LLC",False,unmatched - passthrough
"GLC-(CA) Edwards AFB,LLC","GLC-(CA) Edwards AFB,LLC",False,unmatched - passthrough
"TPE RI WA1, LLC","TPE RI WA1, LLC",False,unmatched - passthrough
"SSC Lysander, LLC","SSC Lysander, LLC",False,unmatched - passthrough
Sequoia 1b Tenantco,Sequoia 1b Tenantco,False,unmatched - passthrough
Janssen Pharmaceutical Co,Janssen Pharmaceutical Co,False,unmatched - passthrough
"SR Kersey, LLC","SR Kersey, LLC",False,unmatched - passthrough
Novel-OYA Six LLP,Novel-OYA Six LLP,False,unmatched - passthrough
Prairie Horizon Agri Energy LLC,Prairie Horizon Agri Energy LLC,False,unmatched - passthrough
"RPNY Solar 1, LLC","RPNY Solar 1, LLC",False,unmatched - passthrough
Rak 2 Solar LLC,Rak 2 Solar LLC,False,unmatched - passthrough
"POET Biorefining - Leipsic, LLC","POET Biorefining - Leipsic, LLC",False,unmatched - passthrough
POET Biorefining - Portland,POET Biorefining - Portland,False,unmatched - passthrough
"Montrose Solar, LLC","Montrose Solar, LLC",False,unmatched - passthrough
Kaweah Delta Hospital,Institutional Self-Generation (various),False,rule
"Lawrence Creek Solar, LLC","Lawrence Creek Solar, LLC",False,unmatched - passthrough
RMQ Ventures LLC,RMQ Ventures LLC,False,unmatched - passthrough
"Rattlesnake Power, LLC","Rattlesnake Power, LLC",False,unmatched - passthrough
"Bird Machine Solar Farm, LLC","Bird Machine Solar Farm, LLC",False,unmatched - passthrough
"Arcadia Solar, LLC","Arcadia Solar, LLC",False,unmatched - passthrough
Marbury Point Solar LLC,Marbury Point Solar LLC,False,unmatched - passthrough
M&M Mars Inc,M&M Mars Inc,False,unmatched - passthrough
"Whitakers Farm, LLC","Whitakers Farm, LLC",False,unmatched - passthrough
Henkel U.S. Operations Corporation,Henkel U.S. Operations Corporation,False,unmatched - passthrough
US Space Force,US Space Force,False,unmatched - passthrough
Concord New Energy,Concord New Energy,False,unmatched - passthrough
"Emerald Hills Holdings, LLC","Emerald Hills Holdings, LLC",False,unmatched - passthrough
Brookfield (GGP),Brookfield Renewable,True,rule
"Denver Airport Solar, LLC","Denver Airport Solar, LLC",False,unmatched - passthrough
"Autoliv ASP, Inc.","Autoliv ASP, Inc.",False,unmatched - passthrough
Mt Wachusett Community College,Institutional Self-Generation (various),False,rule
"TPE RI WA2, LLC","TPE RI WA2, LLC",False,unmatched - passthrough
"AR Solar, LLC","AR Solar, LLC",False,unmatched - passthrough
"Belafonte Farm, LLC","Belafonte Farm, LLC",False,unmatched - passthrough
Dept of Corrections NCCI Wind,Dept of Corrections NCCI Wind,False,unmatched - passthrough
WEB Brookfield Solar LLC,Brookfield Renewable,True,rule
Metropolitan Pier and Exposition Auth,Metropolitan Pier and Exposition Auth,False,unmatched - passthrough
Easton CSG 1 LLC,Easton CSG 1 LLC,False,unmatched - passthrough
Whitethorn Solar LLC,Whitethorn Solar LLC,False,unmatched - passthrough
State Correctnl Inst Laurel Highlands,State Correctnl Inst Laurel Highlands,False,unmatched - passthrough
City of Las Vegas - (NV),Municipal / Public Utility (various),False,rule
Sunrise on West Main Rd. LLC,Sunrise on West Main Rd. LLC,False,unmatched - passthrough
NY CDG Oneida 2 LLC,NY CDG Oneida 2 LLC,False,unmatched - passthrough
NY USLE Carthage SR26 B LLC,NY USLE Carthage SR26 B LLC,False,unmatched - passthrough
"Luminace Solar Arizona, LLC","Luminace Solar Arizona, LLC",False,unmatched - passthrough
"SR Bolivar, LLC","SR Bolivar, LLC",False,unmatched - passthrough
"SR Christiana, LLC","SR Christiana, LLC",False,unmatched - passthrough
ASA DeKalb NY Solar III LLC,ASA DeKalb NY Solar III LLC,False,unmatched - passthrough
"Wagon Trail, LLC","Wagon Trail, LLC",False,unmatched - passthrough
"Partridgeville Road Solar 1, LLC","Partridgeville Road Solar 1, LLC",False,unmatched - passthrough
Town of Princeton - (MA),Municipal / Public Utility (various),False,rule
"Lenox Renewables, LLC","Lenox Renewables, LLC",False,unmatched - passthrough
Abundant Solar Power Inc.,Abundant Solar Power Inc.,False,unmatched - passthrough
"Livermore Falls CSG, LLC","Livermore Falls CSG, LLC",False,unmatched - passthrough
"Hecate Energy West Newberry, LLC",Hecate Energy,False,rule
Kearsarge Amesbury LLC,Kearsarge Amesbury LLC,False,unmatched - passthrough
AstraZeneca Pharmaceuticals,AstraZeneca Pharmaceuticals,False,unmatched - passthrough
Western Massachusetts Electric Company,Western Massachusetts Electric Company,False,unmatched - passthrough
Tooele Army Depot,Tooele Army Depot,False,unmatched - passthrough
"Foundation CA Fund VI Owner, LLC","Foundation CA Fund VI Owner, LLC",False,unmatched - passthrough
"Whaling Solar, LLC","Whaling Solar, LLC",False,unmatched - passthrough
"8500 Balboa PV, LLC","8500 Balboa PV, LLC",False,unmatched - passthrough
"Tell City 2 Solar Array, LLC","Tell City 2 Solar Array, LLC",False,unmatched - passthrough
"Luminace Solar Maryland II, LLC","Luminace Solar Maryland II, LLC",False,unmatched - passthrough
Randolf Solar Partners LLC,Randolf Solar Partners LLC,False,unmatched - passthrough
Tucci Energy Services,Tucci Energy Services,False,unmatched - passthrough
Breakthru Beverage,Breakthru Beverage,False,unmatched - passthrough
"Catalyze Oxnard 2600 Sakioka Drive Microgrid, LLC","Catalyze Oxnard 2600 Sakioka Drive Microgrid, LLC",False,unmatched - passthrough
Carleton College,Institutional Self-Generation (various),False,rule
Metropolitan Airports Commission,Metropolitan Airports Commission,False,unmatched - passthrough
Avalon Dairy,Avalon Dairy,False,unmatched - passthrough
"Solar Star Coastal Pirate, LLC","Solar Star Coastal Pirate, LLC",False,unmatched - passthrough
County of Santa Clara - (CA),County of Santa Clara - (CA),False,unmatched - passthrough
ASD Cotuit MA Solar LLC,ASD Cotuit MA Solar LLC,False,unmatched - passthrough
"DG Dighton, LLC","DG Dighton, LLC",False,unmatched - passthrough
"SR Houston Holdings, LLC","SR Houston Holdings, LLC",False,unmatched - passthrough
Valley Sun Solar LLC,Valley Sun Solar LLC,False,unmatched - passthrough
"Syncarpha Taos I, LLC","Syncarpha Taos I, LLC",False,unmatched - passthrough
"Macys Corporate Services, Inc","Macys Corporate Services, Inc",False,unmatched - passthrough
Kearsarge SKSC2 LLC,Kearsarge SKSC2 LLC,False,unmatched - passthrough
Hecate Energy Upshur Rural LLC,Hecate Energy,False,rule
SoCore 2017 ProjectCo-NM6 LLC,SoCore 2017 ProjectCo-NM6 LLC,False,unmatched - passthrough
Audrey Solar LLC,Audrey Solar LLC,False,unmatched - passthrough
RockTenn-Battle Creek Mill,RockTenn-Battle Creek Mill,False,unmatched - passthrough
"Greene County GA S1, LLC","Greene County GA S1, LLC",False,unmatched - passthrough
"MN CSG 2, LLC","MN CSG 2, LLC",False,unmatched - passthrough
Verde Light Community Solar LLC,Verde Light Community Solar LLC,False,unmatched - passthrough
"Green Light FIT 2, LLC","Green Light FIT 2, LLC",False,unmatched - passthrough
"Green Providence Wind II, LLC","Green Providence Wind II, LLC",False,unmatched - passthrough
AMP MA Dudley,AMP MA Dudley,False,unmatched - passthrough
"Foster Clean Power A, LLC","Foster Clean Power A, LLC",False,unmatched - passthrough
Quichapa 2 LLC,Quichapa 2 LLC,False,unmatched - passthrough
Quichapa 3 LLC,Quichapa 3 LLC,False,unmatched - passthrough
RE Dillard 2 LLC,RE Dillard 2 LLC,False,unmatched - passthrough
Ameresco BWC Wading River LLC,Ameresco BWC Wading River LLC,False,unmatched - passthrough
"Integrys MA Solar, LLC","Integrys MA Solar, LLC",False,unmatched - passthrough
"Hartz Solar, LLC","Hartz Solar, LLC",False,unmatched - passthrough
"RPCA Solar 7, LLC","RPCA Solar 7, LLC",False,unmatched - passthrough
"RP Napa Solar 3, LLC","RP Napa Solar 3, LLC",False,unmatched - passthrough
"RP Napa Solar 1, LLC","RP Napa Solar 1, LLC",False,unmatched - passthrough
Orion Community Solar,Orion Community Solar,False,unmatched - passthrough
Wildcat I Energy Storage LLC,Wildcat I Energy Storage LLC,False,unmatched - passthrough
Amethyst Solar LLC,Amethyst Solar LLC,False,unmatched - passthrough
"Howard Lane Solar, LLC","Howard Lane Solar, LLC",False,unmatched - passthrough
"Southern Sky Renewable Energy Berkley, LLC","Southern Sky Renewable Energy Berkley, LLC",False,unmatched - passthrough
Quichapa 1 LLC,Quichapa 1 LLC,False,unmatched - passthrough
IMG Energy Solutions,IMG Energy Solutions,False,unmatched - passthrough
"Meriwether County GA S1, LLC","Meriwether County GA S1, LLC",False,unmatched - passthrough
"UPC Power Asset Management, LLC","UPC Power Asset Management, LLC",False,unmatched - passthrough
"Moncure Farm, LLC","Moncure Farm, LLC",False,unmatched - passthrough
RE Dillard 3 LLC,RE Dillard 3 LLC,False,unmatched - passthrough
RE Dillard LLC,RE Dillard LLC,False,unmatched - passthrough
"Polk County GA S1, LLC","Polk County GA S1, LLC",False,unmatched - passthrough
University of Michigan NCampus Research,Institutional Self-Generation (various),False,rule
"SR Brownsville, LLC","SR Brownsville, LLC",False,unmatched - passthrough
ASA DeKalb NY Solar II LLC,ASA DeKalb NY Solar II LLC,False,unmatched - passthrough
Morgan Community Solar,Morgan Community Solar,False,unmatched - passthrough
Argo Navis Community Solar,Argo Navis Community Solar,False,unmatched - passthrough
"Solar Holdings 2023 I, LLC","Solar Holdings 2023 I, LLC",False,unmatched - passthrough
"Minnesota Solar CSG 21, LLC","Minnesota Solar CSG 21, LLC",False,unmatched - passthrough
"Citizens Solar Holdings V, LLC","Citizens Solar Holdings V, LLC",False,unmatched - passthrough
WakeSun LLC,WakeSun LLC,False,unmatched - passthrough
CHI NV Solar LLC,CHI NV Solar LLC,False,unmatched - passthrough
"Findlay Wind 25, LLC","Findlay Wind 25, LLC",False,unmatched - passthrough
"Solar Integrated Fund V, LLC","Solar Integrated Fund V, LLC",False,unmatched - passthrough
"Citizens Solar Holdings II MA, LLC","Citizens Solar Holdings II MA, LLC",False,unmatched - passthrough
Walton Solar,Walton Solar,False,unmatched - passthrough
Wabasha Holdco LLC,Wabasha Holdco LLC,False,unmatched - passthrough
"WED Shun I, LLC","WED Shun I, LLC",False,unmatched - passthrough
"Belvedere Solar, LLC","Belvedere Solar, LLC",False,unmatched - passthrough
RV CSU Power II LLC,RV CSU Power II LLC,False,unmatched - passthrough
Crater Community Solar,Crater Community Solar,False,unmatched - passthrough
Michelangelo Wind 3 LLC,Michelangelo Wind 3 LLC,False,unmatched - passthrough
"Arcadia Community Solar, LLC","Arcadia Community Solar, LLC",False,unmatched - passthrough
Ware Palmer Road Solar LLC,Ware Palmer Road Solar LLC,False,unmatched - passthrough
"NSF Marshall Site 3, LLC","NSF Marshall Site 3, LLC",False,unmatched - passthrough
"Safari Energy, LLC","Safari Energy, LLC",False,unmatched - passthrough
National Bank of Arizona,National Bank of Arizona,False,unmatched - passthrough
"Mound Solar Owner X, LLC","Mound Solar Owner X, LLC",False,unmatched - passthrough
"Murray County GA S1, LLC","Murray County GA S1, LLC",False,unmatched - passthrough
Sealed Air Corporation,Sealed Air Corporation,False,unmatched - passthrough
Dos Palos Clean Power LLC,Dos Palos Clean Power LLC,False,unmatched - passthrough
Lyra Community Solar,Lyra Community Solar,False,unmatched - passthrough
Mapleton Community Solar,Mapleton Community Solar,False,unmatched - passthrough
Bluebird Solar LLC,Bluebird Solar LLC,False,unmatched - passthrough
"WED Plainfield, LLC","WED Plainfield, LLC",False,unmatched - passthrough
"DG Central 1, LLC","DG Central 1, LLC",False,unmatched - passthrough
"Sunny Templeton, LLC","Sunny Templeton, LLC",False,unmatched - passthrough
"Granby Solar, LLC","Granby Solar, LLC",False,unmatched - passthrough
"Ocean State BTM, LLC","Ocean State BTM, LLC",False,unmatched - passthrough
"WED Shun III, LLC","WED Shun III, LLC",False,unmatched - passthrough
"SunE Solar XVII Project 1, LLC","SunE Solar XVII Project 1, LLC",False,unmatched - passthrough
"Minnesota Solar CSG 4, LLC","Minnesota Solar CSG 4, LLC",False,unmatched - passthrough
"SunE Solar XVII Project 2, LLC","SunE Solar XVII Project 2, LLC",False,unmatched - passthrough
"SunE Solar XVII Project 3, LLC","SunE Solar XVII Project 3, LLC",False,unmatched - passthrough
SunE DB24 LLC,SunE DB24 LLC,False,unmatched - passthrough
United Therapeutics Corporation,United Therapeutics Corporation,False,unmatched - passthrough
"RPNY Solar 6, LLC","RPNY Solar 6, LLC",False,unmatched - passthrough
"Ware County GA S1, LLC","Ware County GA S1, LLC",False,unmatched - passthrough
Goldfinch (Lakeland),Goldfinch (Lakeland),False,unmatched - passthrough
"WED Shun II, LLC","WED Shun II, LLC",False,unmatched - passthrough
"Hayes Solar, LLC","Hayes Solar, LLC",False,unmatched - passthrough
"Crown Solar Center, LLC","Crown Solar Center, LLC",False,unmatched - passthrough
Croton Solar LLC,Croton Solar LLC,False,unmatched - passthrough
"Sherburne Solar Holdings, LLC","Sherburne Solar Holdings, LLC",False,unmatched - passthrough
"WED Plainfield III, LLC","WED Plainfield III, LLC",False,unmatched - passthrough
"WED Plainfield II, LLC","WED Plainfield II, LLC",False,unmatched - passthrough
"WED Green Hill, LLC","WED Green Hill, LLC",False,unmatched - passthrough
Aeolus Wind LLC,Aeolus Wind LLC,False,unmatched - passthrough
"WED Coventry Seven, LLC","WED Coventry Seven, LLC",False,unmatched - passthrough
"Chapman Creek Solar, LLC","Chapman Creek Solar, LLC",False,unmatched - passthrough
"Solar Acquisition 2023 II, LLC","Solar Acquisition 2023 II, LLC",False,unmatched - passthrough
Sunrise on Blandford Rd. LLC,Sunrise on Blandford Rd. LLC,False,unmatched - passthrough
KDC Solar Master Tenant 2011 LLC,KDC Solar Master Tenant 2011 LLC,False,unmatched - passthrough
"Haywood Solar, SMLLC","Haywood Solar, SMLLC",False,unmatched - passthrough
"SL Jamestown, LLC","SL Jamestown, LLC",False,unmatched - passthrough
"SEPV Cuyama, LLC","SEPV Cuyama, LLC",False,unmatched - passthrough
Chisago Holdco LLC,Chisago Holdco LLC,False,unmatched - passthrough
Orange & Rockland Utils Inc,Orange & Rockland Utils Inc,False,unmatched - passthrough
City of Geneseo - (IL),Municipal / Public Utility (various),False,rule
"Martin Creek Farm, LLC","Martin Creek Farm, LLC",False,unmatched - passthrough
"Minnesota Solar CSG 8, LLC","Minnesota Solar CSG 8, LLC",False,unmatched - passthrough
Minnie Solar LLC,Minnie Solar LLC,False,unmatched - passthrough
Costco Wholesale,Costco Wholesale,False,unmatched - passthrough
Antares Community Solar,Antares Community Solar,False,unmatched - passthrough
Metropolitan Water District of S CA,Metropolitan Water District of S CA,False,unmatched - passthrough
"PVN Milliken, LLC","PVN Milliken, LLC",False,unmatched - passthrough
ODT Solar LLC,ODT Solar LLC,False,unmatched - passthrough
OL Elk Grove Trust,OL Elk Grove Trust,False,unmatched - passthrough
"OneEnergy, Inc.","OneEnergy, Inc.",False,unmatched - passthrough
"Apex Eagle Creek, LLC","Apex Eagle Creek, LLC",False,unmatched - passthrough
Arkalon Ethanol LLC,Arkalon Ethanol LLC,False,unmatched - passthrough
Hampden Landfill Solar LLC,Hampden Landfill Solar LLC,False,unmatched - passthrough
"Luminace Solar Rhode Island, LLC","Luminace Solar Rhode Island, LLC",False,unmatched - passthrough
ENGIE Generation North America LLC,Engie North America,True,rule
"Summit Solar, LLC","Summit Solar, LLC",False,unmatched - passthrough
Depot Park Solar Farm,Depot Park Solar Farm,False,unmatched - passthrough
"Southeastern Solar Farm Fund, LLC","Southeastern Solar Farm Fund, LLC",False,unmatched - passthrough
Lime Wind LLC,Lime Wind LLC,False,unmatched - passthrough
"Central Antelope Dry Ranch B, LLC","Central Antelope Dry Ranch B, LLC",False,unmatched - passthrough
Fairhaven Wind LLC,Fairhaven Wind LLC,False,unmatched - passthrough
Gemini Community Solar,Gemini Community Solar,False,unmatched - passthrough
DG Haverhill LLC,DG Haverhill LLC,False,unmatched - passthrough
"Prologis, L.P.","Prologis, L.P.",False,unmatched - passthrough
Knouse Food Cooperative Inc,Electric Cooperative (various),False,rule
"CalCity Solar 1, LLC","CalCity Solar 1, LLC",False,unmatched - passthrough
Paxton BESS 1 LLC,Paxton BESS 1 LLC,False,unmatched - passthrough
Putah Creek Solar Farms LLC,Putah Creek Solar Farms LLC,False,unmatched - passthrough
PSEG Solar Source,PSEG Group,False,rule
ETCAP NES CS MN 06 LLC,ETCAP NES CS MN 06 LLC,False,unmatched - passthrough
Milo Solar LLC,Milo Solar LLC,False,unmatched - passthrough
"Eagle Creek Madison Hydro, LLC","Eagle Creek Madison Hydro, LLC",False,unmatched - passthrough
"299F2M WHAM8 Solar, LLC","299F2M WHAM8 Solar, LLC",False,unmatched - passthrough
